yearstart,locationabbr,stratificationcategory1,stratification1,overweight_value,obesity_value,obesity_high_risk,overweight_high_risk
2011,KY,Race/Ethnicity,Hispanic,37.1,22.2,0,1
2011,KY,Race/Ethnicity,Non-Hispanic Black,32.8,43.2,1,0
2011,KY,Race/Ethnicity,Non-Hispanic White,36.6,29.5,0,1
2011,KY,Race/Ethnicity,Other,34.3,47.1,1,0
2011,KY,Sex,Female,29.2,31.1,0,0
2011,KY,Sex,Male,42.9,29.6,0,1
2011,KY,Total,Total,36.1,30.4,0,1
2011,LA,Age (years),18 - 24,24.8,17.0,0,0
2011,LA,Age (years),25 - 34,33.7,32.7,1,0
2011,LA,Age (years),35 - 44,35.8,38.5,1,1
2011,LA,Age (years),45 - 54,33.6,39.7,1,0
2011,LA,Age (years),55 - 64,35.9,41.0,1,1
2011,LA,Age (years),65 or older,39.3,28.7,0,1
2011,LA,Education,College graduate,36.9,26.6,0,1
2011,LA,Education,High school graduate,34.3,33.6,1,0
2011,LA,Education,Less than high school,32.1,36.3,1,0
2011,LA,Education,Some college or technical school,33.5,35.8,1,0
2011,LA,Income,"$15,000 - $24,999",32.8,36.7,1,0
2011,LA,Income,"$25,000 - $34,999",37.1,36.8,1,1
2011,LA,Income,"$35,000 - $49,999",35.8,36.3,1,1
2011,LA,Income,"$50,000 - $74,999",35.0,36.8,1,1
2011,LA,Income,"$75,000 or greater",38.3,29.9,0,1
2011,LA,Income,Data not reported,32.1,26.1,0,0
2011,LA,Income,"Less than $15,000",28.4,35.4,1,0
2011,LA,Race/Ethnicity,2 or more races,50.5,23.0,0,1
2011,LA,Race/Ethnicity,American Indian/Alaska Native,24.6,39.6,1,0
2011,LA,Race/Ethnicity,Hispanic,34.7,37.4,1,0
2011,LA,Race/Ethnicity,Non-Hispanic Black,34.9,39.4,1,1
2011,LA,Race/Ethnicity,Non-Hispanic White,33.6,31.0,0,0
2011,LA,Race/Ethnicity,Other,39.9,25.1,0,1
2011,LA,Sex,Female,29.6,33.8,1,0
2011,LA,Sex,Male,38.8,33.0,1,1
2011,LA,Total,Total,34.1,33.4,1,0
2011,MA,Age (years),18 - 24,24.9,13.0,0,0
2011,MA,Age (years),25 - 34,35.5,18.6,0,1
2011,MA,Age (years),35 - 44,36.9,25.0,0,1
2011,MA,Age (years),45 - 54,39.2,26.1,0,1
2011,MA,Age (years),55 - 64,39.1,28.0,0,1
2011,MA,Age (years),65 or older,40.1,22.8,0,1
2011,MA,Education,College graduate,37.0,17.3,0,1
2011,MA,Education,High school graduate,37.4,25.2,0,1
2011,MA,Education,Less than high school,31.7,31.1,0,0
2011,MA,Education,Some college or technical school,37.1,24.1,0,1
2011,MA,Income,"$15,000 - $24,999",32.8,26.1,0,0
2011,MA,Income,"$25,000 - $34,999",35.0,22.9,0,1
2011,MA,Income,"$35,000 - $49,999",36.7,25.4,0,1
2011,MA,Income,"$50,000 - $74,999",39.4,24.6,0,1
2011,MA,Income,"$75,000 or greater",39.6,19.3,0,1
2011,MA,Income,Data not reported,34.4,19.7,0,0
2011,MA,Income,"Less than $15,000",31.5,29.4,0,0
2011,MA,Race/Ethnicity,2 or more races,36.8,26.0,0,1
2011,MA,Race/Ethnicity,American Indian/Alaska Native,34.0,42.4,1,0
2011,MA,Race/Ethnicity,Asian,32.4,4.8,0,0
2011,MA,Race/Ethnicity,Hispanic,34.6,30.9,0,0
2011,MA,Race/Ethnicity,Non-Hispanic Black,37.5,31.8,1,1
2011,MA,Race/Ethnicity,Non-Hispanic White,37.0,22.1,0,1
2011,MA,Race/Ethnicity,Other,40.6,26.6,0,1
2011,MA,Sex,Female,29.1,21.4,0,0
2011,MA,Sex,Male,44.1,24.1,0,1
2011,MA,Total,Total,36.6,22.7,0,1
2011,MD,Age (years),18 - 24,31.1,16.9,0,0
2011,MD,Age (years),25 - 34,33.3,26.4,0,0
2011,MD,Age (years),35 - 44,35.9,32.0,1,1
2011,MD,Age (years),45 - 54,37.4,31.9,1,1
2011,MD,Age (years),55 - 64,40.3,32.8,1,1
2011,MD,Age (years),65 or older,36.8,26.1,0,1
2011,MD,Education,College graduate,39.0,21.3,0,1
2011,MD,Education,High school graduate,35.2,32.6,1,1
2011,MD,Education,Less than high school,31.2,35.2,1,0
2011,MD,Education,Some college or technical school,35.8,29.3,0,1
2011,MD,Income,"$15,000 - $24,999",32.3,31.0,0,0
2011,MD,Income,"$25,000 - $34,999",31.0,31.2,0,0
2011,MD,Income,"$35,000 - $49,999",34.9,36.8,1,1
2011,MD,Income,"$50,000 - $74,999",42.0,29.6,0,1
2011,MD,Income,"$75,000 or greater",38.9,24.4,0,1
2011,MD,Income,Data not reported,34.4,23.4,0,0
2011,MD,Income,"Less than $15,000",27.3,35.0,1,0
2011,MD,Race/Ethnicity,2 or more races,37.7,27.5,0,1
2011,MD,Race/Ethnicity,Asian,29.4,8.8,0,0
2011,MD,Race/Ethnicity,Hispanic,39.1,21.2,0,1
2011,MD,Race/Ethnicity,Non-Hispanic Black,35.4,37.8,1,1
2011,MD,Race/Ethnicity,Non-Hispanic White,36.3,25.9,0,1
2011,MD,Race/Ethnicity,Other,36.6,24.2,0,1
2011,MD,Sex,Female,29.9,27.9,0,0
2011,MD,Sex,Male,42.5,28.7,0,1
2011,MD,Total,Total,36.1,28.3,0,1
2011,ME,Age (years),18 - 24,27.5,14.8,0,0
2011,ME,Age (years),25 - 34,34.6,28.8,0,0
2011,ME,Age (years),35 - 44,38.3,28.9,0,1
2011,ME,Age (years),45 - 54,37.2,32.4,1,1
2011,ME,Age (years),55 - 64,40.5,32.7,1,1
2011,ME,Age (years),65 or older,40.5,24.5,0,1
2011,ME,Education,College graduate,37.8,20.2,0,1
2011,ME,Education,High school graduate,37.2,31.4,0,1
2011,ME,Education,Less than high school,34.8,32.2,1,1
2011,ME,Education,Some college or technical school,37.7,28.4,0,1
2011,ME,Income,"$15,000 - $24,999",35.2,33.7,1,1
2011,ME,Income,"$25,000 - $34,999",37.8,30.0,0,1
2011,ME,Income,"$35,000 - $49,999",38.3,27.8,0,1
2011,ME,Income,"$50,000 - $74,999",41.4,25.8,0,1
2011,ME,Income,"$75,000 or greater",40.1,22.5,0,1
2011,ME,Income,Data not reported,32.6,24.3,0,0
2011,ME,Income,"Less than $15,000",32.6,31.7,1,0
2011,ME,Race/Ethnicity,2 or more races,41.0,29.9,0,1
2011,ME,Race/Ethnicity,American Indian/Alaska Native,32.7,29.0,0,0
2011,ME,Race/Ethnicity,Hispanic,33.2,30.3,0,0
2011,ME,Race/Ethnicity,Non-Hispanic Black,38.3,15.0,0,1
2011,ME,Race/Ethnicity,Non-Hispanic White,37.4,27.9,0,1
2011,ME,Sex,Female,30.5,27.6,0,0
2011,ME,Sex,Male,44.0,28.1,0,1
2011,ME,Total,Total,37.2,27.8,0,1
2011,MI,Age (years),18 - 24,24.7,17.3,0,0
2011,MI,Age (years),25 - 34,31.4,31.3,0,0
2011,MI,Age (years),35 - 44,34.3,33.3,1,0
2011,MI,Age (years),45 - 54,35.6,34.7,1,1
2011,MI,Age (years),55 - 64,35.0,38.0,1,1
2011,MI,Age (years),65 or older,40.8,29.5,0,1
2011,MI,Education,College graduate,36.0,26.6,0,1
2011,MI,Education,High school graduate,36.2,32.1,1,1
2011,MI,Education,Less than high school,30.4,33.8,1,0
2011,MI,Education,Some college or technical school,32.5,32.8,1,0
2011,MI,Income,"$15,000 - $24,999",32.7,35.4,1,0
2011,MI,Income,"$25,000 - $34,999",37.4,30.5,0,1
2011,MI,Income,"$35,000 - $49,999",37.6,28.6,0,1
2011,MI,Income,"$50,000 - $74,999",37.6,32.6,1,1
2011,MI,Income,"$75,000 or greater",34.8,28.2,0,1
2011,MI,Income,Data not reported,30.8,28.4,0,0
2011,MI,Income,"Less than $15,000",26.9,37.0,1,0
2011,MI,Race/Ethnicity,2 or more races,33.4,35.3,1,0
2011,MI,Race/Ethnicity,American Indian/Alaska Native,37.1,38.6,1,1
2011,MI,Race/Ethnicity,Asian,27.2,6.9,0,0
2011,MI,Race/Ethnicity,Hispanic,31.3,36.7,1,0
2011,MI,Race/Ethnicity,Non-Hispanic Black,31.0,41.0,1,0
2011,MI,Race/Ethnicity,Non-Hispanic White,35.0,29.7,0,1
2011,MI,Sex,Female,30.3,30.7,0,0
2011,MI,Sex,Male,38.0,31.9,1,1
2011,MI,Total,Total,34.2,31.3,0,0
2011,MN,Age (years),18 - 24,24.9,14.7,0,0
2011,MN,Age (years),25 - 34,34.7,24.5,0,0
2011,MN,Age (years),35 - 44,37.4,28.6,0,1
2011,MN,Age (years),45 - 54,39.1,27.9,0,1
2011,MN,Age (years),55 - 64,39.3,32.2,1,1
2011,MN,Age (years),65 or older,41.9,23.7,0,1
2011,MN,Education,College graduate,38.8,20.1,0,1
2011,MN,Education,High school graduate,36.3,28.9,0,1
2011,MN,Education,Less than high school,32.7,28.2,0,0
2011,MN,Education,Some college or technical school,36.4,27.2,0,1
2011,MN,Income,"$15,000 - $24,999",34.8,28.7,0,1
2011,MN,Income,"$25,000 - $34,999",35.0,27.4,0,1
2011,MN,Income,"$35,000 - $49,999",38.6,29.3,0,1
2011,MN,Income,"$50,000 - $74,999",38.4,28.9,0,1
2011,MN,Income,"$75,000 or greater",39.3,22.0,0,1
2011,MN,Income,Data not reported,33.7,23.0,0,0
2011,MN,Income,"Less than $15,000",30.6,23.3,0,0
2011,MN,Race/Ethnicity,2 or more races,35.4,31.0,0,1
2011,MN,Race/Ethnicity,American Indian/Alaska Native,34.2,38.3,1,0
2011,MN,Race/Ethnicity,Asian,29.0,9.1,0,0
2011,MN,Race/Ethnicity,Hispanic,38.3,31.6,0,1
2011,MN,Race/Ethnicity,Non-Hispanic Black,39.2,28.1,0,1
2011,MN,Race/Ethnicity,Non-Hispanic White,36.9,25.9,0,1
2011,MN,Race/Ethnicity,Other,21.3,32.7,1,0
2011,MN,Sex,Female,30.4,22.9,0,0
2011,MN,Sex,Male,42.8,28.4,0,1
2011,MN,Total,Total,36.8,25.7,0,1
2011,MO,Age (years),18 - 24,23.6,18.5,0,0
2011,MO,Age (years),25 - 34,31.9,26.1,0,0
2011,MO,Age (years),35 - 44,39.1,33.2,1,1
2011,MO,Age (years),45 - 54,33.1,37.7,1,0
2011,MO,Age (years),55 - 64,36.9,37.4,1,1
2011,MO,Age (years),65 or older,39.8,26.2,0,1
2011,MO,Education,College graduate,36.5,26.4,0,1
2011,MO,Education,High school graduate,33.4,30.3,0,0
2011,MO,Education,Less than high school,32.6,33.8,1,0
2011,MO,Education,Some college or technical school,35.4,31.5,0,1
2011,MO,Income,"$15,000 - $24,999",33.5,34.2,1,0
2011,MO,Income,"$25,000 - $34,999",33.3,31.5,0,0
2011,MO,Income,"$35,000 - $49,999",40.3,30.0,0,1
2011,MO,Income,"$50,000 - $74,999",35.2,30.7,0,1
2011,MO,Income,"$75,000 or greater",39.1,27.6,0,1
2011,MO,Income,Data not reported,27.8,27.0,0,0
2011,MO,Income,"Less than $15,000",29.7,31.8,1,0
2011,MO,Race/Ethnicity,2 or more races,31.8,32.2,1,0
2011,MO,Race/Ethnicity,American Indian/Alaska Native,26.6,37.0,1,0
2011,MO,Race/Ethnicity,Hispanic,36.0,27.8,0,1
2011,MO,Race/Ethnicity,Non-Hispanic Black,34.8,39.5,1,1
2011,MO,Race/Ethnicity,Non-Hispanic White,34.6,29.4,0,0
2011,MO,Sex,Female,29.8,30.7,0,0
2011,MO,Sex,Male,39.4,29.8,0,1
2011,MO,Total,Total,34.6,30.3,0,0
2011,MS,Age (years),18 - 24,27.1,25.9,0,0
2011,MS,Age (years),25 - 34,31.6,35.7,1,0
2011,MS,Age (years),35 - 44,34.4,39.9,1,0
2011,MS,Age (years),45 - 54,33.2,40.8,1,0
2011,MS,Age (years),55 - 64,36.8,37.5,1,1
2011,MS,Age (years),65 or older,39.3,27.9,0,1
2011,MS,Education,College graduate,37.4,31.2,0,1
2011,MS,Education,High school graduate,34.7,34.7,1,0
2011,MS,Education,Less than high school,30.2,35.4,1,0
2011,MS,Education,Some college or technical school,33.9,36.9,1,0
2011,MS,Income,"$15,000 - $24,999",30.2,39.9,1,0
2011,MS,Income,"$25,000 - $34,999",32.9,39.2,1,0
2011,MS,Income,"$35,000 - $49,999",38.6,33.0,1,1
2011,MS,Income,"$50,000 - $74,999",40.4,34.6,1,1
2011,MS,Income,"$75,000 or greater",39.4,29.0,0,1
2011,MS,Income,Data not reported,31.9,29.2,0,0
2011,MS,Income,"Less than $15,000",29.1,37.6,1,0
2011,MS,Race/Ethnicity,Hispanic,30.9,26.8,0,0
2011,MS,Race/Ethnicity,Non-Hispanic Black,31.1,42.9,1,0
2011,MS,Race/Ethnicity,Non-Hispanic White,35.7,30.7,0,1
2011,MS,Sex,Female,29.0,37.3,1,0
2011,MS,Sex,Male,39.2,32.4,1,1
2011,MS,Total,Total,34.0,34.9,1,0
2011,MT,Age (years),18 - 24,25.3,15.7,0,0
2011,MT,Age (years),25 - 34,33.8,23.8,0,0
2011,MT,Age (years),35 - 44,38.1,23.8,0,1
2011,MT,Age (years),45 - 54,34.9,31.7,1,1
2011,MT,Age (years),55 - 64,38.1,27.9,0,1
2011,MT,Age (years),65 or older,40.2,21.9,0,1
2011,MT,Education,College graduate,35.2,20.2,0,1
2011,MT,Education,High school graduate,36.5,27.8,0,1
2011,MT,Education,Less than high school,35.5,23.5,0,1
2011,MT,Education,Some college or technical school,35.1,25.3,0,1
2011,MT,Income,"$15,000 - $24,999",34.8,25.6,0,1
2011,MT,Income,"$25,000 - $34,999",38.3,27.4,0,1
2011,MT,Income,"$35,000 - $49,999",37.1,23.8,0,1
2011,MT,Income,"$50,000 - $74,999",38.7,24.3,0,1
2011,MT,Income,"$75,000 or greater",36.7,21.1,0,1
2011,MT,Income,Data not reported,33.7,19.0,0,0
2011,MT,Income,"Less than $15,000",29.4,31.2,0,0
2011,MT,Race/Ethnicity,2 or more races,35.7,29.9,0,1
2011,MT,Race/Ethnicity,American Indian/Alaska Native,34.8,36.1,1,1
2011,MT,Race/Ethnicity,Hispanic,41.5,22.5,0,1
2011,MT,Race/Ethnicity,Non-Hispanic White,35.6,24.1,0,1
2011,MT,Race/Ethnicity,Other,28.3,26.0,0,0
2011,MT,Sex,Female,28.6,23.3,0,0
2011,MT,Sex,Male,42.4,25.8,0,1
2011,MT,Total,Total,35.6,24.6,0,1
2011,NC,Age (years),18 - 24,29.2,19.1,0,0
2011,NC,Age (years),25 - 34,31.4,30.3,0,0
2011,NC,Age (years),35 - 44,37.5,30.7,0,1
2011,NC,Age (years),45 - 54,38.0,34.9,1,1
2011,NC,Age (years),55 - 64,40.7,31.2,0,1
2011,NC,Age (years),65 or older,37.5,25.7,0,1
2011,NC,Education,College graduate,36.3,22.2,0,1
2011,NC,Education,High school graduate,36.6,31.1,0,1
2011,NC,Education,Less than high school,36.4,31.9,1,1
2011,NC,Education,Some college or technical school,35.0,31.4,0,1
2011,NC,Income,"$15,000 - $24,999",36.8,31.8,1,1
2011,NC,Income,"$25,000 - $34,999",33.4,33.3,1,0
2011,NC,Income,"$35,000 - $49,999",37.5,30.0,0,1
2011,NC,Income,"$50,000 - $74,999",39.8,27.9,0,1
2011,NC,Income,"$75,000 or greater",38.7,24.5,0,1
2011,NC,Income,Data not reported,32.2,25.7,0,0
2011,NC,Income,"Less than $15,000",31.5,34.8,1,0
2011,NC,Race/Ethnicity,2 or more races,44.5,22.8,0,1
2011,NC,Race/Ethnicity,American Indian/Alaska Native,32.7,37.7,1,0
2011,NC,Race/Ethnicity,Asian,31.9,6.5,0,0
2011,NC,Race/Ethnicity,Hispanic,44.8,29.0,0,1
2011,NC,Race/Ethnicity,Non-Hispanic Black,33.0,40.7,1,0
2011,NC,Race/Ethnicity,Non-Hispanic White,36.0,26.2,0,1
2011,NC,Race/Ethnicity,Other,34.0,17.6,0,0
2011,NC,Sex,Female,29.9,30.0,0,0
2011,NC,Sex,Male,42.0,28.3,0,1
2011,NC,Total,Total,36.0,29.1,0,1
2011,ND,Age (years),18 - 24,25.3,10.7,0,0
2011,ND,Age (years),25 - 34,33.7,28.3,0,0
2011,ND,Age (years),35 - 44,38.2,35.1,1,1
2011,ND,Age (years),45 - 54,36.0,34.1,1,1
2011,ND,Age (years),55 - 64,40.3,36.2,1,1
2011,ND,Age (years),65 or older,41.9,24.4,0,1
2011,ND,Education,College graduate,35.1,26.5,0,1
2011,ND,Education,High school graduate,38.5,28.0,0,1
2011,ND,Education,Less than high school,33.1,25.1,0,0
2011,ND,Education,Some college or technical school,35.5,29.2,0,1
2011,ND,Income,"$15,000 - $24,999",33.8,26.6,0,0
2011,ND,Income,"$25,000 - $34,999",37.7,28.7,0,1
2011,ND,Income,"$35,000 - $49,999",35.3,32.6,1,1
2011,ND,Income,"$50,000 - $74,999",40.5,29.0,0,1
2011,ND,Income,"$75,000 or greater",39.6,27.0,0,1
2011,ND,Income,Data not reported,31.1,18.7,0,0
2011,ND,Income,"Less than $15,000",28.3,33.0,1,0
2011,ND,Race/Ethnicity,American Indian/Alaska Native,27.1,44.1,1,0
2011,ND,Race/Ethnicity,Hispanic,42.5,36.6,1,1
2011,ND,Race/Ethnicity,Non-Hispanic White,36.5,26.9,0,1
2011,ND,Sex,Female,29.8,25.4,0,0
2011,ND,Sex,Male,41.6,30.0,0,1
2011,ND,Total,Total,36.0,27.8,0,1
2011,NE,Age (years),18 - 24,26.1,14.7,0,0
2011,NE,Age (years),25 - 34,36.2,27.3,0,1
2011,NE,Age (years),35 - 44,35.9,32.8,1,1
2011,NE,Age (years),45 - 54,38.8,31.6,0,1
2011,NE,Age (years),55 - 64,38.3,35.1,1,1
2011,NE,Age (years),65 or older,41.1,27.2,0,1
2011,NE,Education,College graduate,37.7,24.1,0,1
2011,NE,Education,High school graduate,36.5,30.3,0,1
2011,NE,Education,Less than high school,36.7,28.1,0,1
2011,NE,Education,Some college or technical school,35.4,30.0,0,1
2011,NE,Income,"$15,000 - $24,999",35.0,30.4,0,1
2011,NE,Income,"$25,000 - $34,999",35.0,30.3,0,1
2011,NE,Income,"$35,000 - $49,999",37.8,32.6,1,1
2011,NE,Income,"$50,000 - $74,999",37.6,30.5,0,1
2011,NE,Income,"$75,000 or greater",39.1,25.1,0,1
2011,NE,Income,Data not reported,33.4,21.3,0,0
2011,NE,Income,"Less than $15,000",33.2,29.2,0,0
2011,NE,Race/Ethnicity,2 or more races,31.0,31.5,0,0
2011,NE,Race/Ethnicity,American Indian/Alaska Native,36.1,44.7,1,1
2011,NE,Race/Ethnicity,Asian,35.8,9.5,0,1
2011,NE,Race/Ethnicity,Hispanic,38.6,29.8,0,1
2011,NE,Race/Ethnicity,Non-Hispanic Black,35.3,32.8,1,1
2011,NE,Race/Ethnicity,Non-Hispanic White,36.4,28.3,0,1
2011,NE,Race/Ethnicity,Other,32.4,18.2,0,0
2011,NE,Sex,Female,29.2,27.6,0,0
2011,NE,Sex,Male,43.6,29.2,0,1
2011,NE,Total,Total,36.5,28.4,0,1
2011,NH,Age (years),18 - 24,23.3,13.2,0,0
2011,NH,Age (years),25 - 34,34.7,24.9,0,0
2011,NH,Age (years),35 - 44,35.1,30.4,0,1
2011,NH,Age (years),45 - 54,40.1,27.4,0,1
2011,NH,Age (years),55 - 64,35.8,32.4,1,1
2011,NH,Age (years),65 or older,38.4,24.8,0,1
2011,NH,Education,College graduate,36.8,19.6,0,1
2011,NH,Education,High school graduate,36.7,29.3,0,1
2011,NH,Education,Less than high school,33.3,28.4,0,0
2011,NH,Education,Some college or technical school,33.4,29.1,0,0
2011,NH,Income,"$15,000 - $24,999",32.8,29.1,0,0
2011,NH,Income,"$25,000 - $34,999",35.9,24.2,0,1
2011,NH,Income,"$35,000 - $49,999",36.9,26.7,0,1
2011,NH,Income,"$50,000 - $74,999",38.3,28.6,0,1
2011,NH,Income,"$75,000 or greater",37.7,24.3,0,1
2011,NH,Income,Data not reported,29.2,23.2,0,0
2011,NH,Income,"Less than $15,000",31.8,30.9,0,0
2011,NH,Race/Ethnicity,Hispanic,40.3,22.6,0,1
2011,NH,Race/Ethnicity,Non-Hispanic White,35.0,26.5,0,1
2011,NH,Race/Ethnicity,Other,41.6,26.2,0,1
2011,NH,Sex,Female,29.1,24.1,0,0
2011,NH,Sex,Male,41.6,28.3,0,1
2011,NH,Total,Total,35.4,26.2,0,1
2011,NJ,Age (years),18 - 24,24.4,12.1,0,0
2011,NJ,Age (years),25 - 34,36.0,21.7,0,1
2011,NJ,Age (years),35 - 44,39.7,23.4,0,1
2011,NJ,Age (years),45 - 54,38.5,27.5,0,1
2011,NJ,Age (years),55 - 64,42.8,28.2,0,1
2011,NJ,Age (years),65 or older,40.5,25.0,0,1
2011,NJ,Education,College graduate,38.4,17.4,0,1
2011,NJ,Education,High school graduate,37.8,26.9,0,1
2011,NJ,Education,Less than high school,40.1,29.4,0,1
2011,NJ,Education,Some college or technical school,35.7,25.1,0,1
2011,NJ,Income,"$15,000 - $24,999",37.4,30.4,0,1
2011,NJ,Income,"$25,000 - $34,999",38.6,26.6,0,1
2011,NJ,Income,"$35,000 - $49,999",38.8,26.1,0,1
2011,NJ,Income,"$50,000 - $74,999",40.1,23.4,0,1
2011,NJ,Income,"$75,000 or greater",39.0,21.0,0,1
2011,NJ,Income,Data not reported,31.8,18.4,0,0
2011,NJ,Income,"Less than $15,000",37.3,28.5,0,1
2011,NJ,Race/Ethnicity,2 or more races,26.5,28.9,0,0
2011,NJ,Race/Ethnicity,American Indian/Alaska Native,35.3,26.1,0,1
2011,NJ,Race/Ethnicity,Asian,31.1,10.2,0,0
2011,NJ,Race/Ethnicity,Hispanic,41.1,27.3,0,1
2011,NJ,Race/Ethnicity,Non-Hispanic Black,40.4,31.8,1,1
2011,NJ,Race/Ethnicity,Non-Hispanic White,37.2,23.1,0,1
2011,NJ,Race/Ethnicity,Other,40.6,12.3,0,1
2011,NJ,Sex,Female,30.5,21.8,0,0
2011,NJ,Sex,Male,44.9,25.6,0,1
2011,NJ,Total,Total,37.8,23.7,0,1
2011,NM,Age (years),18 - 24,27.5,15.7,0,0
2011,NM,Age (years),25 - 34,35.6,26.2,0,1
2011,NM,Age (years),35 - 44,37.0,33.5,1,1
2011,NM,Age (years),45 - 54,37.8,31.1,0,1
2011,NM,Age (years),55 - 64,36.6,29.4,0,1
2011,NM,Age (years),65 or older,38.5,19.9,0,1
2011,NM,Education,College graduate,36.3,19.4,0,1
2011,NM,Education,High school graduate,35.0,27.8,0,1
2011,NM,Education,Less than high school,36.2,31.9,1,1
2011,NM,Education,Some college or technical school,36.1,27.0,0,1
2011,NM,Income,"$15,000 - $24,999",34.0,29.6,0,0
2011,NM,Income,"$25,000 - $34,999",38.7,24.2,0,1
2011,NM,Income,"$35,000 - $49,999",39.5,27.2,0,1
2011,NM,Income,"$50,000 - $74,999",37.9,27.7,0,1
2011,NM,Income,"$75,000 or greater",36.3,22.0,0,1
2011,NM,Income,Data not reported,34.8,21.1,0,1
2011,NM,Income,"Less than $15,000",31.6,31.3,0,0
2011,NM,Race/Ethnicity,2 or more races,53.4,9.7,0,1
2011,NM,Race/Ethnicity,American Indian/Alaska Native,36.1,36.8,1,1
2011,NM,Race/Ethnicity,Asian,33.8,1.9,0,0
2011,NM,Race/Ethnicity,Hispanic,37.5,29.9,0,1
2011,NM,Race/Ethnicity,Non-Hispanic Black,28.8,23.7,0,0
2011,NM,Race/Ethnicity,Non-Hispanic White,33.9,22.5,0,0
2011,NM,Race/Ethnicity,Other,38.4,22.2,0,1
2011,NM,Sex,Female,30.0,26.3,0,0
2011,NM,Sex,Male,41.6,26.3,0,1
2011,NM,Total,Total,35.8,26.3,0,1
2011,NV,Age (years),18 - 24,21.7,14.0,0,0
2011,NV,Age (years),25 - 34,34.3,28.0,0,0
2011,NV,Age (years),35 - 44,36.4,27.4,0,1
2011,NV,Age (years),45 - 54,37.5,27.5,0,1
2011,NV,Age (years),55 - 64,38.3,27.8,0,1
2011,NV,Age (years),65 or older,41.7,18.1,0,1
2011,NV,Education,College graduate,38.7,19.4,0,1
2011,NV,Education,High school graduate,38.7,23.1,0,1
2011,NV,Education,Less than high school,34.5,27.6,0,0
2011,NV,Education,Some college or technical school,31.6,27.4,0,0
2011,NV,Income,"$15,000 - $24,999",38.1,24.2,0,1
2011,NV,Income,"$25,000 - $34,999",32.1,25.4,0,0
2011,NV,Income,"$35,000 - $49,999",37.1,24.0,0,1
2011,NV,Income,"$50,000 - $74,999",35.6,29.7,0,1
2011,NV,Income,"$75,000 or greater",38.6,22.3,0,1
2011,NV,Income,Data not reported,27.9,22.6,0,0
2011,NV,Income,"Less than $15,000",37.8,24.6,0,1
2011,NV,Race/Ethnicity,2 or more races,23.8,37.3,1,0
2011,NV,Race/Ethnicity,American Indian/Alaska Native,20.5,59.2,1,0
2011,NV,Race/Ethnicity,Asian,32.9,9.2,0,0
2011,NV,Race/Ethnicity,Hispanic,36.0,29.1,0,1
2011,NV,Race/Ethnicity,Non-Hispanic Black,35.9,31.1,0,1
2011,NV,Race/Ethnicity,Non-Hispanic White,36.4,21.9,0,1
2011,NV,Race/Ethnicity,Other,54.6,8.0,0,1
2011,NV,Sex,Female,27.9,23.4,0,0
2011,NV,Sex,Male,42.8,25.5,0,1
2011,NV,Total,Total,35.7,24.5,0,1
2011,NY,Age (years),18 - 24,28.1,9.5,0,0
2011,NY,Age (years),25 - 34,32.7,20.9,0,0
2011,NY,Age (years),35 - 44,36.0,25.9,0,1
2011,NY,Age (years),45 - 54,38.9,29.8,0,1
2011,NY,Age (years),55 - 64,38.9,30.5,0,1
2011,NY,Age (years),65 or older,38.0,25.9,0,1
2011,NY,Education,College graduate,33.6,18.2,0,0
2011,NY,Education,High school graduate,35.5,26.9,0,1
2011,NY,Education,Less than high school,39.4,27.5,0,1
2011,NY,Education,Some college or technical school,36.8,27.1,0,1
2011,NY,Income,"$15,000 - $24,999",33.3,26.5,0,0
2011,NY,Income,"$25,000 - $34,999",34.6,26.0,0,0
2011,NY,Income,"$35,000 - $49,999",33.0,28.5,0,0
2011,NY,Income,"$50,000 - $74,999",38.2,26.8,0,1
2011,NY,Income,"$75,000 or greater",37.1,20.1,0,1
2011,NY,Income,Data not reported,38.4,22.1,0,1
2011,NY,Income,"Less than $15,000",34.4,27.3,0,0
2011,NY,Race/Ethnicity,2 or more races,32.7,36.1,1,0
2011,NY,Race/Ethnicity,Asian,26.6,9.9,0,0
2011,NY,Race/Ethnicity,Hispanic,38.9,26.3,0,1
2011,NY,Race/Ethnicity,Non-Hispanic Black,35.6,32.5,1,1
2011,NY,Race/Ethnicity,Non-Hispanic White,35.6,23.6,0,1
2011,NY,Sex,Female,30.4,23.7,0,0
2011,NY,Sex,Male,41.3,25.3,0,1
2011,NY,Total,Total,35.8,24.5,0,1
2011,OH,Age (years),18 - 24,27.1,16.1,0,0
2011,OH,Age (years),25 - 34,34.8,28.2,0,1
2011,OH,Age (years),35 - 44,37.7,32.6,1,1
2011,OH,Age (years),45 - 54,35.8,33.9,1,1
2011,OH,Age (years),55 - 64,39.4,34.4,1,1
2011,OH,Age (years),65 or older,39.3,28.7,0,1
2011,OH,Education,College graduate,38.4,22.0,0,1
2011,OH,Education,High school graduate,35.8,32.1,1,1
2011,OH,Education,Less than high school,33.7,34.6,1,0
2011,OH,Education,Some college or technical school,36.0,30.5,0,1
2011,OH,Income,"$15,000 - $24,999",34.7,31.4,0,0
2011,OH,Income,"$25,000 - $34,999",33.9,33.0,1,0
2011,OH,Income,"$35,000 - $49,999",34.5,34.8,1,0
2011,OH,Income,"$50,000 - $74,999",38.2,32.4,1,1
2011,OH,Income,"$75,000 or greater",40.8,24.0,0,1
2011,OH,Income,Data not reported,35.6,24.1,0,1
